1.00000e+00	4.99975e-01	4.66666e-01	5.49812e-01	4.73539e-01	5.51460e-01	5.61761e-01	4.25234e-01	5.19505e-01	5.12521e-01	5.23069e-01	7.65736e-01	4.91175e-01	5.18009e-01	5.37073e-01	4.99390e-01	4.73500e-01	4.90664e-01	5.02820e-01	5.00577e-01	9.50200e-01	7.95564e-01	6.31756e-01	5.12352e-01	5.13485e-01	5.59910e-01	5.83402e-01	5.74744e-01	5.69933e-01	5.76651e-01	5.79416e-01	5.51933e-01	4.80722e-01	4.41581e-01	4.43042e-01	4.82420e-01	4.91151e-01	4.82378e-01	4.96608e-01	5.00006e-01	4.81923e-01	4.63535e-01	4.56211e-01	4.74473e-01	5.00908e-01	5.52943e-01	5.52191e-01	4.80031e-01	4.95077e-01	4.93362e-01	4.69978e-01	4.65800e-01	4.65289e-01	4.47801e-01	4.09697e-01	3.77303e-01	3.86350e-01	4.26033e-01	4.66810e-01	4.42879e-01	4.21445e-01	4.07123e-01	4.08067e-01	4.12974e-01	4.25807e-01	4.46612e-01	4.20732e-01	4.55352e-01	4.49685e-01	4.19848e-01	4.46243e-01	4.99002e-01	5.04350e-01	4.97135e-01	5.02697e-01	4.79032e-01	4.93926e-01	4.48190e-01	4.43835e-01	4.65582e-01	4.85947e-01	5.44781e-01	5.07691e-01	5.13565e-01	5.06480e-01	4.56610e-01	4.66789e-01	5.24135e-01	5.34539e-01	4.92648e-01	4.98248e-01	5.08998e-01	4.46691e-01	4.07870e-01	7.21598e-01	4.90739e-01	5.01261e-01	5.01680e-01	4.72332e-01	4.62858e-01
4.99975e-01	1.00000e+00	8.31104e-01	5.16218e-01	7.27231e-01	8.12551e-01	4.21546e-01	5.02889e-01	8.28379e-01	5.84758e-01	5.84561e-01	4.77495e-01	4.68443e-01	4.32126e-01	4.01631e-01	3.07895e-01	2.65034e-01	2.79879e-01	3.26616e-01	3.91647e-01	4.90674e-01	4.85051e-01	4.89722e-01	5.00716e-01	4.92154e-01	4.69652e-01	4.78010e-01	5.10088e-01	5.27139e-01	5.17705e-01	5.01317e-01	5.03243e-01	5.54757e-01	5.73907e-01	5.81728e-01	5.54656e-01	5.24490e-01	5.28311e-01	5.42086e-01	5.30441e-01	5.18767e-01	5.65816e-01	5.93790e-01	5.49447e-01	5.16891e-01	4.48937e-01	5.08802e-01	5.22690e-01	5.41908e-01	5.64683e-01	5.81300e-01	5.93250e-01	5.75789e-01	5.59551e-01	5.40157e-01	5.33593e-01	5.28156e-01	5.17351e-01	4.56600e-01	4.36437e-01	4.50182e-01	4.86153e-01	5.32595e-01	5.32701e-01	4.96973e-01	5.39243e-01	5.60051e-01	5.60979e-01	5.34343e-01	4.72559e-01	4.37464e-01	4.44410e-01	4.46842e-01	4.69379e-01	4.92339e-01	4.99772e-01	5.03821e-01	5.05226e-01	5.01133e-01	5.67311e-01	5.61585e-01	4.83118e-01	4.48817e-01	4.66311e-01	5.24889e-01	5.10169e-01	4.76155e-01	4.55913e-01	4.72456e-01	5.28271e-01	5.30006e-01	5.13320e-01	5.31060e-01	4.90452e-01	4.69309e-01	4.41810e-01	3.82441e-01	3.42256e-01	3.06948e-01	2.63371e-01
4.66666e-01	8.31104e-01	1.00000e+00	4.24013e-01	7.58292e-01	8.26274e-01	3.82440e-01	5.25536e-01	8.44948e-01	5.97562e-01	5.39895e-01	4.55186e-01	4.54106e-01	3.96393e-01	3.44840e-01	2.59578e-01	2.66545e-01	2.84350e-01	2.99934e-01	3.40857e-01	4.56525e-01	4.58665e-01	4.74315e-01	4.95305e-01	4.83360e-01	4.51498e-01	4.48253e-01	4.79622e-01	5.06488e-01	5.15172e-01	5.14765e-01	5.30960e-01	5.77963e-01	5.81181e-01	5.84869e-01	5.70514e-01	5.16947e-01	5.19797e-01	5.41045e-01	5.61162e-01	5.62127e-01	5.75280e-01	5.86230e-01	5.61346e-01	5.32506e-01	4.67495e-01	4.46479e-01	5.09376e-01	5.02409e-01	4.97129e-01	5.37275e-01	5.63627e-01	5.42523e-01	5.18064e-01	5.34190e-01	6.03351e-01	6.34572e-01	5.82287e-01	5.04159e-01	5.18306e-01	5.49129e-01	5.82433e-01	5.95853e-01	5.72843e-01	5.62358e-01	5.54569e-01	5.58990e-01	5.36515e-01	5.26777e-01	5.30834e-01	5.28080e-01	5.16409e-01	4.88982e-01	4.69848e-01	4.62013e-01	4.82829e-01	4.78323e-01	5.10716e-01	4.97749e-01	5.24779e-01	5.29863e-01	4.76050e-01	4.47024e-01	4.43434e-01	5.19918e-01	5.39138e-01	4.60070e-01	4.20382e-01	4.56733e-01	5.05852e-01	4.94400e-01	4.75627e-01	5.29395e-01	5.18787e-01	4.35103e-01	4.16023e-01	3.43733e-01	2.79998e-01	2.64296e-01	2.75202e-01
5.49812e-01	5.16218e-01	4.24013e-01	1.00000e+00	4.98829e-01	5.16712e-01	6.01225e-01	4.65031e-01	5.29188e-01	4.91996e-01	5.86161e-01	5.46115e-01	5.26397e-01	5.61474e-01	5.88071e-01	5.83126e-01	5.18820e-01	5.15671e-01	5.61724e-01	5.89126e-01	5.50620e-01	5.40633e-01	5.19487e-01	4.90284e-01	5.03386e-01	5.36733e-01	5.55283e-01	5.33769e-01	4.92567e-01	4.53935e-01	4.43075e-01	4.43004e-01	4.61221e-01	4.88014e-01	4.98893e-01	4.94385e-01	5.33940e-01	5.46548e-01	5.27167e-01	4.67832e-01	4.36475e-01	4.50439e-01	4.51883e-01	4.27669e-01	4.31198e-01	4.47981e-01	5.23695e-01	4.72256e-01	5.06193e-01	5.70277e-01	5.15824e-01	5.03155e-01	5.32451e-01	5.52640e-01	4.96990e-01	3.83362e-01	3.36167e-01	3.86019e-01	3.92091e-01	3.42788e-01	3.34162e-01	3.52442e-01	3.80139e-01	4.15051e-01	4.20958e-01	4.94640e-01	5.32582e-01	5.09757e-01	5.00281e-01	4.36765e-01	3.96270e-01	4.30046e-01	4.81680e-01	5.33354e-01	5.64633e-01	5.34586e-01	5.36646e-01	4.84699e-01	4.89523e-01	5.54095e-01	5.58418e-01	5.09488e-01	4.83833e-01	5.71543e-01	5.62300e-01	4.80042e-01	5.09487e-01	5.58598e-01	5.57715e-01	5.64569e-01	5.91882e-01	5.68038e-01	4.62482e-01	4.17158e-01	5.54507e-01	5.48798e-01	5.46647e-01	5.57399e-01	5.34398e-01	4.85465e-01
4.73539e-01	7.27231e-01	7.58292e-01	4.98829e-01	1.00000e+00	7.28987e-01	4.51960e-01	5.15902e-01	7.48565e-01	5.68767e-01	5.50506e-01	4.23460e-01	4.33541e-01	4.28605e-01	3.84680e-01	3.13148e-01	3.32587e-01	3.57235e-01	3.82405e-01	4.12569e-01	4.53602e-01	4.44430e-01	4.49095e-01	4.58344e-01	4.63548e-01	4.59463e-01	4.64587e-01	4.75236e-01	4.83834e-01	4.89129e-01	4.89131e-01	4.95520e-01	5.26475e-01	5.39251e-01	5.31617e-01	5.07063e-01	4.73468e-01	4.89927e-01	5.11801e-01	5.14222e-01	5.08566e-01	5.30539e-01	5.44974e-01	5.20730e-01	5.02205e-01	4.65279e-01	4.92742e-01	5.08303e-01	5.21331e-01	5.46130e-01	5.55420e-01	5.40428e-01	5.12851e-01	4.98956e-01	5.23991e-01	5.80339e-01	6.18574e-01	5.84030e-01	5.19895e-01	5.22194e-01	5.24854e-01	5.33550e-01	5.38758e-01	5.44733e-01	5.78667e-01	5.77279e-01	5.55024e-01	4.97794e-01	4.96405e-01	5.44899e-01	5.55299e-01	5.44316e-01	5.38258e-01	5.27430e-01	5.10868e-01	5.04453e-01	4.93637e-01	4.77486e-01	4.87616e-01	5.04953e-01	5.11828e-01	4.83260e-01	4.75963e-01	4.87095e-01	5.02837e-01	5.19707e-01	4.79013e-01	4.78309e-01	4.88142e-01	5.40857e-01	5.55513e-01	5.22793e-01	5.48452e-01	5.46947e-01	4.09165e-01	4.21873e-01	4.00053e-01	3.36822e-01	3.12664e-01	3.31260e-01
5.51460e-01	8.12551e-01	8.26274e-01	5.16712e-01	7.28987e-01	1.00000e+00	4.58779e-01	4.68181e-01	8.60946e-01	5.83294e-01	5.89568e-01	5.26304e-01	4.70640e-01	4.41528e-01	4.03863e-01	3.14406e-01	3.01194e-01	3.33568e-01	3.82797e-01	4.36008e-01	5.44863e-01	5.28478e-01	5.14812e-01	5.06401e-01	5.07810e-01	5.07795e-01	5.17474e-01	5.32454e-01	5.38355e-01	5.35522e-01	5.33394e-01	5.39353e-01	5.59346e-01	5.58602e-01	5.79619e-01	5.81192e-01	5.43017e-01	5.34106e-01	5.51099e-01	5.50570e-01	5.39846e-01	5.60737e-01	5.79136e-01	5.51837e-01	5.32092e-01	4.79662e-01	4.98686e-01	4.79951e-01	4.89228e-01	5.35074e-01	5.48373e-01	5.45645e-01	5.24519e-01	5.02024e-01	4.82889e-01	4.78121e-01	4.86796e-01	4.88213e-01	4.56466e-01	4.42678e-01	4.47445e-01	4.61076e-01	4.86486e-01	4.96854e-01	4.94097e-01	5.18521e-01	5.01775e-01	4.88639e-01	4.79237e-01	4.39638e-01	4.43121e-01	4.77023e-01	4.74417e-01	4.76125e-01	4.88837e-01	4.87612e-01	4.62803e-01	4.72446e-01	4.84098e-01	5.05718e-01	5.28367e-01	5.28822e-01	4.82204e-01	5.02040e-01	5.14384e-01	4.91479e-01	4.66250e-01	4.66995e-01	4.91175e-01	5.19537e-01	5.26619e-01	5.21236e-01	4.92103e-01	4.40465e-01	5.09355e-01	4.51044e-01	4.00362e-01	3.45925e-01	3.04049e-01	2.96095e-01
5.61761e-01	4.21546e-01	3.82440e-01	6.01225e-01	4.51960e-01	4.58779e-01	1.00000e+00	4.71926e-01	4.18217e-01	5.06615e-01	4.79297e-01	5.57702e-01	5.18555e-01	5.14754e-01	5.28993e-01	5.65129e-01	5.87419e-01	5.94426e-01	5.92882e-01	5.75367e-01	5.53967e-01	5.39340e-01	5.21058e-01	5.07061e-01	5.27069e-01	5.47728e-01	5.42894e-01	5.11919e-01	4.78919e-01	4.58744e-01	4.55070e-01	4.53182e-01	4.44472e-01	4.47687e-01	4.33643e-01	4.40018e-01	4.77661e-01	4.91881e-01	4.76345e-01	4.41891e-01	4.24749e-01	4.06928e-01	3.97375e-01	4.05767e-01	4.21133e-01	4.82664e-01	5.37342e-01	4.95531e-01	4.98684e-01	5.14663e-01	4.74130e-01	4.73321e-01	4.93260e-01	4.96634e-01	4.69779e-01	4.30989e-01	4.25284e-01	4.61712e-01	4.89127e-01	4.66247e-01	4.49635e-01	4.41404e-01	4.23286e-01	4.34613e-01	4.55430e-01	4.79850e-01	4.92093e-01	4.74283e-01	4.87686e-01	4.94887e-01	5.01079e-01	5.05528e-01	5.18498e-01	5.28755e-01	5.31306e-01	5.10904e-01	5.60870e-01	5.24970e-01	5.08113e-01	4.81390e-01	4.87129e-01	5.15436e-01	5.21198e-01	5.47174e-01	5.28787e-01	5.03122e-01	5.11871e-01	5.32733e-01	5.44013e-01	5.13318e-01	5.00636e-01	5.25013e-01	4.98683e-01	4.73087e-01	5.49776e-01	5.27194e-01	5.32258e-01	5.45482e-01	5.60261e-01	5.78466e-01
4.25234e-01	5.02889e-01	5.25536e-01	4.65031e-01	5.15902e-01	4.68181e-01	4.71926e-01	1.00000e+00	4.85339e-01	5.37196e-01	4.78069e-01	4.54412e-01	4.88085e-01	4.55184e-01	4.53711e-01	4.60655e-01	4.61731e-01	4.59133e-01	4.56700e-01	4.62605e-01	4.31956e-01	4.58208e-01	4.84233e-01	4.94212e-01	4.70995e-01	4.47386e-01	4.40337e-01	4.43647e-01	4.37469e-01	4.21474e-01	4.07255e-01	4.02451e-01	4.15981e-01	4.32714e-01	4.57510e-01	4.74426e-01	4.37864e-01	4.40514e-01	4.52878e-01	4.90323e-01	4.92097e-01	4.66226e-01	4.67944e-01	4.69832e-01	4.61362e-01	4.66917e-01	4.57682e-01	4.99575e-01	5.16238e-01	4.80673e-01	5.01660e-01	4.99751e-01	4.89853e-01	5.00475e-01	5.50056e-01	5.93141e-01	5.88928e-01	5.42692e-01	5.15080e-01	5.49137e-01	5.69581e-01	5.79321e-01	5.76743e-01	5.41925e-01	5.12366e-01	4.90786e-01	5.24955e-01	5.17913e-01	5.20453e-01	5.66197e-01	5.73720e-01	5.45325e-01	5.17744e-01	5.36581e-01	6.71369e-01	8.56782e-01	4.81743e-01	4.93702e-01	4.72818e-01	4.65011e-01	4.63627e-01	4.52828e-01	4.60175e-01	4.48876e-01	4.55950e-01	5.25693e-01	5.24556e-01	4.86063e-01	4.70070e-01	4.84639e-01	4.86014e-01	5.09754e-01	6.29354e-01	8.40113e-01	4.57443e-01	4.91801e-01	4.71680e-01	4.69881e-01	4.71734e-01	4.66727e-01
5.19505e-01	8.28379e-01	8.44948e-01	5.29188e-01	7.48565e-01	8.60946e-01	4.18217e-01	4.85339e-01	1.00000e+00	5.69192e-01	6.02167e-01	4.84934e-01	4.57512e-01	4.32060e-01	4.01971e-01	3.06997e-01	2.74000e-01	3.00951e-01	3.62672e-01	4.30154e-01	5.15297e-01	5.09244e-01	5.06404e-01	5.06788e-01	5.00980e-01	4.84865e-01	4.96681e-01	5.31556e-01	5.47280e-01	5.33970e-01	5.16523e-01	5.18926e-01	5.71055e-01	5.91489e-01	5.98473e-01	5.82672e-01	5.51982e-01	5.55734e-01	5.67307e-01	5.36435e-01	5.13736e-01	5.49692e-01	5.73181e-01	5.24305e-01	4.91555e-01	4.21819e-01	4.72660e-01	4.77181e-01	5.07140e-01	5.51059e-01	5.73021e-01	5.87586e-01	5.77870e-01	5.58024e-01	5.23690e-01	5.02248e-01	4.92228e-01	4.78352e-01	4.28743e-01	4.16783e-01	4.25939e-01	4.48729e-01	4.94135e-01	5.08834e-01	4.86008e-01	5.24350e-01	5.36695e-01	5.32173e-01	5.31085e-01	4.70403e-01	4.32578e-01	4.53139e-01	4.69186e-01	4.97492e-01	5.20357e-01	5.10940e-01	4.68537e-01	4.68364e-01	4.66248e-01	5.48160e-01	5.73195e-01	5.22265e-01	4.78249e-01	4.94992e-01	5.33930e-01	5.09159e-01	4.66729e-01	4.62746e-01	4.86942e-01	5.50061e-01	5.60362e-01	5.28113e-01	5.19298e-01	4.68426e-01	4.72969e-01	4.30922e-01	3.68171e-01	3.15215e-01	2.77565e-01	2.58671e-01
5.12521e-01	5.84758e-01	5.97562e-01	4.91996e-01	5.68767e-01	5.83294e-01	5.06615e-01	5.37196e-01	5.69192e-01	1.00000e+00	5.19320e-01	5.13186e-01	4.98458e-01	4.50285e-01	4.42092e-01	4.23166e-01	4.24384e-01	4.21865e-01	4.16495e-01	4.22900e-01	4.95853e-01	4.78818e-01	4.77681e-01	5.00498e-01	5.24193e-01	5.26220e-01	5.13351e-01	4.95168e-01	4.87317e-01	4.99137e-01	5.17998e-01	5.34512e-01	5.31297e-01	5.11994e-01	5.12944e-01	5.30982e-01	5.03082e-01	5.03394e-01	5.13544e-01	5.11104e-01	4.89726e-01	4.72038e-01	5.06632e-01	5.19580e-01	5.14023e-01	5.05831e-01	4.78293e-01	5.22184e-01	5.01028e-01	4.61905e-01	4.71779e-01	4.75614e-01	4.72328e-01	4.65846e-01	4.85020e-01	5.20395e-01	5.40257e-01	5.21755e-01	4.99166e-01	5.24572e-01	5.40800e-01	5.48368e-01	5.54003e-01	5.17289e-01	5.09353e-01	5.08340e-01	5.01597e-01	5.01190e-01	4.66710e-01	4.74169e-01	4.90308e-01	4.83489e-01	4.81202e-01	4.85400e-01	4.90674e-01	5.11149e-01	4.99219e-01	5.15544e-01	5.24944e-01	4.89457e-01	4.77645e-01	5.00127e-01	5.08232e-01	4.91639e-01	4.90282e-01	5.07303e-01	4.91604e-01	4.65114e-01	4.66265e-01	4.73131e-01	4.54729e-01	4.55986e-01	4.76542e-01	5.02036e-01	5.05072e-01	4.91788e-01	4.48991e-01	4.36302e-01	4.46169e-01	4.40022e-01
